Filename,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C
NetherlandsFAQ2.txt,2254,160,305,237,167,79,62,58,242,14.0875,13.497,9.5105,1.4812,1.8263,1.4192,0.3333,0.4731,1.0437,0.3713,0.3473,0.2447,1.4491,1.0211
NetherlandsFAQ1.txt,722,56,104,78,57,28,23,27,70,12.8929,12.6667,9.2564,1.3929,1.8246,1.3684,0.359,0.4912,1.0179,0.4035,0.4737,0.3462,1.2281,0.8974
